qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
31,math_grade5_2014,math-grade5-2014.js,multiple-select,Identify each angle that appears to be an acute angle.,5,5,0.8540973,1.0090917348861694,0:0.0208|1:0.0208|2:0.0208|3:0.0209|4:0.0208|5:0.8541|6:0.0208|7:0.0208
32,math_grade5_2014,math-grade5-2014.js,multiple-choice,What is the area of a right triangle with a base of 4 feet and a height of 8 feet?,7,4,0.890448,0.8061145544052124,0:0.0157|1:0.0157|2:0.0156|3:0.0156|4:0.8904|5:0.0156|6:0.0156|7:0.0157
33,math_grade5_2014,math-grade5-2014.js,multiple-choice,"The chart shows the different shirts, pants, and shoes Simon has in his closet. Which lists all of the possible combinations Simon can create of one shirt, one pair of pants, and one pair of shoes?",21,6,0.960192,0.3531659245491028,0:0.0057|1:0.0057|2:0.0057|3:0.0057|4:0.0057|5:0.0057|6:0.9602|7:0.0057
34,math_grade5_2014,math-grade5-2014.js,multiple-choice,This table shows the number of fish in each of 7 aquariums. Jeff emptied all the fish from these aquariums and put a fair share of these fish into each of these 7 aquariums. The number of fish he will put into each aquarium represents the--,19,2,0.9562055,0.3823741674423218,0:0.0063|1:0.0063|2:0.9562|3:0.0063|4:0.0063|5:0.0063|6:0.0063|7:0.0063
35,math_grade5_2014,math-grade5-2014.js,multiple-choice,"This graph shows the high temperature in Richmond for each of 6 days. Based on this graph, which statement is true?",10,4,0.50013083,1.4639880657196045,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.5001|5:0.4316|6:0.0114|7:0.0114
36,math_grade5_2014,math-grade5-2014.js,multiple-choice,Brad has 2 bags with blocks that are all the same shape and size. There are 5 blocks in Bag A and 2 blocks in Bag B as shown. Brad will randomly select one block from each bag. Which list shows all of the possible combinations of one block from each bag?,23,7,0.96349454,0.3285175561904907,0:0.0052|1:0.0052|2:0.0052|3:0.0052|4:0.0052|5:0.0052|6:0.0052|7:0.9635
37,math_grade5_2014,math-grade5-2014.js,free-response,"A set of data is shown. { 24, 14, 37, 14, 25, 37, 14, 33, 27 } What is the mode for this set of data?",6,3,0.87485814,0.8952803015708923,0:0.0179|1:0.0179|2:0.0179|3:0.8749|4:0.0179|5:0.0179|6:0.0179|7:0.0179
38,math_grade5_2014,math-grade5-2014.js,multiple-choice,A number machine uses a rule to change numbers. This table shows the results. Which could be the rule the number machine uses to change the input numbers to the output numbers?,19,4,0.95621014,0.38233980536460876,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.9562|5:0.0063|6:0.0063|7:0.0063
39,math_grade5_2014,math-grade5-2014.js,multiple-choice,"This graph shows the number of boxes of canned soup that were delivered to a grocery store each week for six weeks. Based on this graph, which statement is true?",16,7,0.94845474,0.4376310706138611,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.9485
40,math_grade5_2014,math-grade5-2014.js,multiple-choice,Ms. Chapman wrote this equation on the board. 1 + n = 6 She drew a model of this equation using this key. Which model best represents Ms. Chapman's equation?,14,4,0.7691459,1.0831544399261475,0:0.0084|1:0.1808|2:0.0084|3:0.0083|4:0.7691|5:0.0083|6:0.0084|7:0.0083
41,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Which rule can be used to find the next number in this increasing pattern? 3, 4, 6, 9, 13, 18, 24, _",7,0,0.89051235,0.8057394027709961,0:0.8905|1:0.0157|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
42,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Jordan needs to walk 6 more miles this week to reach his weekly goal of 21 miles. Which number sentence can be used to find n, the total number of miles that Jordan has walked so far this week?",20,0,0.9583048,0.36706456542015076,0:0.9583|1:0.0060|2:0.0060|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
43,math_grade5_2014,math-grade5-2014.js,multiple-choice,The table shows the number of points Ellie scored in each of five games. The range is 10 because it is the--,9,4,0.5993739,1.4442667961120605,0:0.0125|1:0.0125|2:0.3255|3:0.0125|4:0.5994|5:0.0125|6:0.0125|7:0.0125
44,math_grade5_2014,math-grade5-2014.js,multiple-choice,"This stem-and-leaf plot shows the number of pies sold at a bakery each day for 14 days. Based on the information in the stem-and-leaf plot, which statement is correct?",15,7,0.732105,1.1391167640686035,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.2210|6:0.0078|7:0.7321
45,math_grade5_2014,math-grade5-2014.js,multiple-choice,"This sample space shows all the possible combinations of one type of main dish and one type of drink from which Roberto can choose. Cereal, Milk Cereal, Juice Eggs, Milk Eggs, Juice Pancakes, Milk Pancakes, Juice According to the sample space, what is the probability Roberto will select eggs and juice?",34,2,0.97498,0.23900648951530457,0:0.0036|1:0.0036|2:0.9750|3:0.0036|4:0.0036|5:0.0036|6:0.0036|7:0.0036
46,math_grade5_2014,math-grade5-2014.js,free-response,"What is the 7th term in this decreasing pattern? 73, 64, 56, 49, 43, ...",3,6,0.78096205,1.3733240365982056,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7810|7:0.0313
47,math_grade5_2014,math-grade5-2014.js,multiple-choice,"This set of data shows the number of pages that Caden read each night for 5 nights. { 15, 12, 18, 10, 30 } What is the range for this set of data?",12,0,0.93260103,0.5453540682792664,0:0.9326|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
48,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which situation could be represented by the open sentence 15 - 5 = p?,5,5,0.8538731,1.0102925300598145,0:0.0209|1:0.0209|2:0.0209|3:0.0209|4:0.0209|5:0.8539|6:0.0208|7:0.0209
49,math_grade5_2014,math-grade5-2014.js,multiple-choice,Which equation shows the distributive property?,4,1,0.54179317,1.8013402223587036,0:0.0250|1:0.5418|2:0.0250|3:0.0250|4:0.3080|5:0.0250|6:0.0250|7:0.0250
50,math_grade5_2014,math-grade5-2014.js,multiple-choice,"Sylvia has 18 pieces of red, cherry-flavored candy to share equally among friends. Which is a variable in this situation?",11,7,0.9270497,0.5816357135772705,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.9270
1,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,4.221 ÷ 7 = ______ ?,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
2,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"Using the order of operations, which calculation should be done first to simplify this expression? 54 + 6 × (3 + 6) ÷ 3",8,4,0.90268356,0.7336325645446777,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.9027|5:0.0139|6:0.0139|7:0.0139
3,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Which expression represents the prime factorization of 75?,4,3,0.82479477,1.1613380908966064,0:0.0250|1:0.0251|2:0.0250|3:0.8248|4:0.0250|5:0.0250|6:0.0250|7:0.0250
4,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"Destiny is delivering a total of 32,000 flowers to several stores. This table shows the number of these flowers she has delivered to Store P and Store Q. Store Number of Flowers Store P 18,104 Store Q 9,294 The total number of these flowers that Destiny still needs to deliver is —",25,4,0.9663201,0.30707448720932007,0:0.0048|1:0.0048|2:0.0048|3:0.0048|4:0.9663|5:0.0048|6:0.0048|7:0.0048
5,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"A farmer is picking fruit. She picks 1,457 apples and 678 pears. • She will fill baskets using these pieces of fruit. • She will fill each basket with 24 pieces of fruit. What is the total number of baskets the farmer will be able to fill with these pieces of fruit?",23,7,0.9635212,0.3283168077468872,0:0.0052|1:0.0052|2:0.0052|3:0.0052|4:0.0052|5:0.0052|6:0.0052|7:0.9635
6,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,What is the least common denominator for 1 4 and 7 12 ?,3,5,0.7810026,1.3731359243392944,0:0.0313|1:0.0313|2:0.0314|3:0.0313|4:0.0313|5:0.7810|6:0.0313|7:0.0313
7,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,A trail is 3 4 mile long. Robert ran the length of the trail 2 times. A blank number line is provided. What is the total number of miles Robert ran?,17,5,0.9513205,0.4174215495586395,0:0.0070|1:0.0069|2:0.0070|3:0.0070|4:0.0070|5:0.9513|6:0.0070|7:0.0070
8,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Mason has a brick and 5 wood blocks. • The brick has a mass of 2.27 kilograms. • Each wood block has a mass of 1.097 kilograms. What is the difference between the combined mass of the 5 wood blocks and the mass of the brick?,18,1,0.95391667,0.3988923728466034,0:0.0066|1:0.9539|2:0.0066|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.0066
9,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Ms. Collins bought 2 CDs for $14.55 each and 3 DVDs for $10.39 each. These prices include tax. She gave the cashier $65.00. How much change should Ms. Collins receive?,13,3,0.9374558,0.5130466222763062,0:0.0089|1:0.0089|2:0.0089|3:0.9375|4:0.0089|5:0.0089|6:0.0089|7:0.0089
10,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,The measurements between four points on a map are shown. (Figure is not drawn to scale.) What is the distance from point C to point D on the map?,12,0,0.9326152,0.5452609062194824,0:0.9326|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
11,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"A right triangle is shaded inside the rectangle shown. Which expression could be used to find the area, in square units, of the triangle?",14,1,0.9415866,0.48510101437568665,0:0.0084|1:0.9416|2:0.0083|3:0.0083|4:0.0083|5:0.0084|6:0.0083|7:0.0083
12,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Which term best describes the amount of jelly a jar will hold?,7,3,0.8903834,0.8064908385276794,0:0.0156|1:0.0157|2:0.0156|3:0.8904|4:0.0157|5:0.0157|6:0.0157|7:0.0157
13,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,This figure represents a storage container. What is the volume of this storage container?,7,0,0.89053464,0.8056091666221619,0:0.8905|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
14,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Brady is using grid paper to design a garden. The shaded figure represents the garden. Which best describes the area and perimeter of the shaded figure on this grid?,17,4,0.5046973,1.3142503499984741,0:0.0070|1:0.4536|2:0.0070|3:0.0070|4:0.5047|5:0.0070|6:0.0069|7:0.0069
15,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Which angle is an obtuse angle?,3,5,0.7812121,1.3721634149551392,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7812|6:0.0313|7:0.0313
16,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Which figure appears to be an isosceles triangle?,4,1,0.82480514,1.1612858772277832,0:0.0250|1:0.8248|2:0.0251|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
17,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"Which pattern follows the rule ""divide by 4"" to find each number after the first?",7,1,0.64640456,1.4751169681549072,0:0.0157|1:0.6464|2:0.0156|3:0.0156|4:0.0157|5:0.0156|6:0.2597|7:0.0156
18,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,Seven students in a class are raising money for a fundraiser by riding their bicycles for 10 days. • The students will be paid for every mile they ride. • This table shows the number of miles each student rode in the first four days. Student Blake Charles Eva Jasmine Lucy Micah Robert Number of Miles 10 18 9 10 18 18 22 Which question can the students NOT answer by analyzing the data in the table?,39,4,0.9780925,0.21352273225784302,0:0.0031|1:0.0031|2:0.0031|3:0.0031|4:0.9781|5:0.0031|6:0.0031|7:0.0031
19,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"Based on this table of data, the median number of miles is — Student Blake Charles Eva Jasmine Lucy Micah Robert Number of Miles 10 18 9 10 18 18 22",16,0,0.9484769,0.4374751150608063,0:0.9485|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.0074
20,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,A principal wants to know the number of days each student was absent from school last month. Which question would best collect the data?,15,0,0.551303,1.330540657043457,0:0.5513|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.4018
21,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,This line plot shows the number of envelopes Tammie received in the mail on each of ten days. What is the total number of days on which Tammie received at least 6 envelopes in the mail?,18,7,0.9539062,0.3989676833152771,0:0.0066|1:0.0066|2:0.0066|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.9539
22,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,This table shows the number of beads Irma has in 5 bowls. Bowl Number of Beads A 15 B 10 C 12 D 8 E 10 Irma will empty all the beads from these bowls and will put an equal number of beads back into each bowl. The number of beads she will put in each bowl represents the —,24,1,0.96496695,0.31738609075546265,0:0.0050|1:0.9650|2:0.0050|3:0.0050|4:0.0050|5:0.0050|6:0.0050|7:0.0050
23,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"The data sets represent daily low temperatures, in degrees Fahrenheit, for four different cities. In which data set does the range have the greatest spread?",16,7,0.9484767,0.4374769926071167,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.9485
24,math_grade5_practice_2023,math-grade5-practice-2023.js,multiple-choice,"This sample space shows all of the possible combinations of one type of drink and one type of snack that Leslie can choose. Water, Apple Water, Cheese Water, Pretzels Water, Banana Juice, Apple Juice, Cheese Juice, Pretzels Juice, Banana According to the sample space, what is the probability that the combination Leslie chooses will include juice?",38,0,0.9775441,0.2180572748184204,0:0.9775|1:0.0032|2:0.0032|3:0.0032|4:0.0032|5:0.0032|6:0.0032|7:0.0032
1,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which of these numbers is between 1 3 and 87 100 on a number line?,3,4,0.78098726,1.3732068538665771,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.7810|5:0.0313|6:0.0313|7:0.0313
2,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which statement is true?,2,6,0.70809656,1.6906437873840332,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7081|7:0.0417
3,math_grade6_2014,math-grade6-2014.js,drag-drop,List the numbers in order from least to greatest.,5,5,0.85395664,1.0098446607589722,0:0.0209|1:0.0208|2:0.0208|3:0.0209|4:0.0209|5:0.8540|6:0.0209|7:0.0209
4,math_grade6_2014,math-grade6-2014.js,multiple-choice,What is the value of 7² - 4 + 5?,1,6,0.56198466,2.218549966812134,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
5,math_grade6_2014,math-grade6-2014.js,multiple-choice,1 7 8 / 3 = ?,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
6,math_grade6_2014,math-grade6-2014.js,multiple-choice,What is the value of 6 + 3 • 2,1,6,0.5619617,2.2186224460601807,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
7,math_grade6_2014,math-grade6-2014.js,multiple-choice,What is 3 1 2 • 1 1 4,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
8,math_grade6_2014,math-grade6-2014.js,multiple-choice,A bag contains red apples and yellow apples. The ratio of red apples to yellow apples in the bag is 9 to 4. Which of these statements could be true?,15,7,0.9452759,0.45976516604423523,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.9453
9,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which of these is an integer?,1,2,0.56235015,2.2173919677734375,0:0.0626|1:0.0625|2:0.5624|3:0.0625|4:0.0625|5:0.0625|6:0.0625|7:0.0625
10,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which ratio correctly represents 0.1%?,3,3,0.78094035,1.373424768447876,0:0.0313|1:0.0313|2:0.0313|3:0.7809|4:0.0313|5:0.0313|6:0.0313|7:0.0313
11,math_grade6_2014,math-grade6-2014.js,multiple-choice,Which of these lists the numbers in order from least to greatest?,5,4,0.85404766,1.0093574523925781,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.8540|5:0.0209|6:0.0209|7:0.0209
12,math_grade6_2014,math-grade6-2014.js,multiple-select,Identify each statement that is true.,3,6,0.7810898,1.372731328010559,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7811|7:0.0313
13,math_grade6_2014,math-grade6-2014.js,multiple-choice,This picture represents 4 pizzas. Exactly how many 2 5 are in 4?,5,4,0.85390294,1.010132908821106,0:0.0209|1:0.0209|2:0.0209|3:0.0209|4:0.8539|5:0.0209|6:0.0209|7:0.0209
14,math_grade6_2014,math-grade6-2014.js,multiple-choice,Valerie wrote the values of the powers of 3 that she knew. 3¹ = 3 3² = 9 3³ = 27 3⁴ = 81 3⁵ = ? What is the value of 3⁵?,6,6,0.8749409,0.8948156833648682,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
15,math_grade6_2014,math-grade6-2014.js,multiple-choice,Samuel bought 4 rolls of tape to seal boxes. Each roll contains 32.9 meters of tape. He uses 1.2 meters of this tape to seal each box. What is the total number of boxes Samuel can seal with these 4 rolls of tape?,22,7,0.9619357,0.3402053713798523,0:0.0054|1:0.0054|2:0.0054|3:0.0054|4:0.0054|5:0.0054|6:0.0054|7:0.9619
16,math_grade6_2014,math-grade6-2014.js,multiple-choice,Mia is working on projects that require 3 1 2 yards of ribbon per project. Mia has 28 yards of ribbon. What is the greatest number of projects that Mia can complete with this ribbon?,17,0,0.9513478,0.41722702980041504,0:0.9513|1:0.0069|2:0.0070|3:0.0070|4:0.0069|5:0.0069|6:0.0069|7:0.0070
17,math_grade6_2014,math-grade6-2014.js,multiple-choice,Kevin threw a football 19 2 3 yards. Scott threw the football 24 1 3 yards. Which statement is true?,10,0,0.92040294,0.6242149472236633,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
18,math_grade6_2014,math-grade6-2014.js,multiple-choice,"Alisha wants to buy a camera that costs $228, including tax. She has saved $4.75 each week for the past 8 weeks. How much more money does Alisha need to purchase the camera?",17,3,0.9513525,0.4171944260597229,0:0.0070|1:0.0070|2:0.0069|3:0.9514|4:0.0069|5:0.0070|6:0.0069|7:0.0069
19,math_grade6_2014,math-grade6-2014.js,free-response,"The regular price of a meal is $6.75. On Tuesday, the meal is on sale for $1.00 off the regular price. Sarah bought 4 of these meals on Tuesday. What is the total cost of these 4 meals before tax?",16,2,0.9484997,0.4373157024383545,0:0.0074|1:0.0074|2:0.9485|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.0074
